rater_id,reference_title,soft_attribute,less_than,about_as,more_than
31,The Sixth Sense (1999),terrifying,"[""The Nutty Professor (1996)"",""Grease (1978)"",""Shrek 2 (2004)"",""Mission: Impossible II (2000)""]","[""Men in Black (a.k.a. MIB) (1997)"",""Titanic (1997)""]","[""Speed (1994)"",""Jurassic Park (1993)"",""Gladiator (2000)"",""The Lost World: Jurassic Park (1997)""]"
31,The Mask (1994),tongue and cheek,"[""Gladiator (2000)"",""Titanic (1997)"",""The Green Mile (1999)"",""The Matrix Reloaded (2003)""]","[""Home Alone (1990)"",""E.T. the Extra-Terrestrial (1982)"",""Forrest Gump (1994)""]","[""Shrek (2001)"",""Coneheads (1993)""]"
31,Gladiator (2000),twisty,"[""The Breakfast Club (1985)"",""American Beauty (1999)"",""The Nutty Professor (1996)""]","[""Mission: Impossible (1996)"",""The Matrix Reloaded (2003)"",""Jurassic Park (1993)""]","[""The Dark Knight (2008)"",""Philadelphia (1993)"",""Men in Black (a.k.a. MIB) (1997)""]"
31,Jurassic Park (1993),typical,"[""Mission: Impossible II (2000)"",""Shrek (2001)"",""The Nutty Professor (1996)"",""Home Alone (1990)"",""Ghost (1990)"",""The Breakfast Club (1985)"",""Shrek 2 (2004)"",""Finding Nemo (2003)"",""The Lion King (1994)""]",,"[""Twister (1996)""]"
31,The Lion King (1994),unique story,"[""Shrek 2 (2004)"",""Finding Nemo (2003)"",""Coneheads (1993)"",""E.T. the Extra-Terrestrial (1982)""]","[""American Beauty (1999)"",""Grease (1978)"",""Top Gun (1986)"",""Speed (1994)""]","[""Philadelphia (1993)"",""Titanic (1997)""]"
31,The Nutty Professor (1996),unrealistic,"[""Ghost (1990)"",""Pretty Woman (1990)"",""The Sixth Sense (1999)""]","[""Mission: Impossible (1996)"",""The Dark Knight (2008)"",""Men in Black (a.k.a. MIB) (1997)""]","[""Jurassic Park (1993)"",""Shrek 2 (2004)"",""The Mummy (1999)""]"
31,The Mask (1994),violent,"[""Shrek (2001)"",""Coneheads (1993)"",""Austin Powers: The Spy Who Shagged Me (1999)""]","[""Titanic (1997)"",""The Mummy (1999)"",""Twister (1996)""]","[""Gladiator (2000)"",""Jurassic Park (1993)""]"
31,Titanic (1997),well directed,"[""The Mask (1994)"",""Speed (1994)"",""The Mummy (1999)"",""Finding Nemo (2003)"",""E.T. the Extra-Terrestrial (1982)""]","[""Grease (1978)"",""Mission: Impossible (1996)"",""Mission: Impossible II (2000)"",""Pirates of the Caribbean: The Curse of the Black Pearl (2003)""]","[""Gladiator (2000)""]"
32,Forrest Gump (1994),action filled,"[""Stand by Me (1986)"",""The Nutty Professor (1996)""]","[""Austin Powers: The Spy Who Shagged Me (1999)""]","[""Rocky (1976)"",""Clockwork Orange, A (1971)"",""Spider-Man 2 (2004)"",""Finding Nemo (2003)"",""The Terminator (1984)"",""Jurassic Park (1993)"",""Braveheart (1995)""]"
32,Apocalypse Now (1979),animated,,"[""Home Alone (1990)"",""It's a Wonderful Life (1946)"",""Seven (a.k.a. Se7en) (1995)"",""The Truman Show (1998)""]","[""Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001)"",""Shrek 2 (2004)"",""Toy Story (1995)"",""Indiana Jones and the Last Crusade (1989)"",""The Mummy (1999)"",""Pirates of the Caribbean: The Curse of the Black Pearl (2003)""]"
32,Home Alone (1990),artsy,"[""Meet the Parents (2000)"",""Honey, I Shrunk the Kids (1989)"",""Monsters, Inc. (2001)""]","[""Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001)"",""Snow White and the Seven Dwarfs (1937)""]","[""Life Is Beautiful (La Vita è bella) (1997)"",""Austin Powers: International Man of Mystery (1997)"",""The Big Lebowski (1998)"",""Mary Poppins (1964)"",""E.T. the Extra-Terrestrial (1982)""]"
32,Charlie's Angels (2000),believable,"[""Chicken Run (2000)"",""Honey, I Shrunk the Kids (1989)""]","[""Home Alone (1990)"",""Austin Powers: The Spy Who Shagged Me (1999)""]","[""Life Is Beautiful (La Vita è bella) (1997)"",""Die Hard (1988)"",""Cast Away (2000)"",""Reservoir Dogs (1992)"",""Goodfellas (1990)"",""Philadelphia (1993)""]"
32,The Shining (1980),big budget,"[""Meet the Parents (2000)"",""Grease (1978)""]","[""Honey, I Shrunk the Kids (1989)"",""Ace Ventura: Pet Detective (1994)""]","[""Titanic (1997)"",""Independence Day (a.k.a. ID4) (1996)"",""Indiana Jones and the Temple of Doom (1984)"",""Apocalypse Now (1979)"",""Star Wars: Episode V - The Empire Strikes Back (1980)"",""X2: X-Men United (2003)""]"
32,The Fugitive (1993),bizarre,"[""Forrest Gump (1994)""]","[""Snow White and the Seven Dwarfs (1937)""]","[""Chicken Run (2000)"",""Shrek (2001)"",""Pirates of the Caribbean: The Curse of the Black Pearl (2003)"",""The Cable Guy (1996)"",""The Lost World: Jurassic Park (1997)"",""Monsters, Inc. (2001)"",""The Terminator (1984)"",""Pulp Fiction (1994)""]"
32,X2: X-Men United (2003),boring,"[""The Lord of the Rings: The Fellowship of the Ring (2001)"",""The Lord of the Rings: The Two Towers (2002)"",""Aliens (1986)""]","[""The Lost World: Jurassic Park (1997)"",""Shrek 2 (2004)"",""Happy Gilmore (1996)"",""Harry Potter and the Chamber of Secrets (2002)"",""Dumb & Dumber (Dumb and Dumber) (1994)"",""Indiana Jones and the Last Crusade (1989)""]","[""Snow White and the Seven Dwarfs (1937)""]"
32,Babe (1995),budget,"[""Office Space (1999)"",""Good Will Hunting (1997)"",""Dumb & Dumber (Dumb and Dumber) (1994)"",""Dead Poets Society (1989)"",""Airplane! (1980)""]","[""Beautiful Mind, A (2001)""]","[""The Lost World: Jurassic Park (1997)"",""The Godfather: Part II (1974)"",""The Lord of the Rings: The Fellowship of the Ring (2001)"",""Alien (1979)""]"
32,Ace Ventura: Pet Detective (1994),cartoonish,"[""The Silence of the Lambs (1991)"",""The Bourne Identity (2002)"",""My Cousin Vinny (1992)"",""Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001)"",""Aliens (1986)"",""To Kill a Mockingbird (1962)"",""Pulp Fiction (1994)"",""Indiana Jones and the Last Crusade (1989)""]","[""The Cable Guy (1996)""]","[""The Fifth Element (1997)""]"
32,Dumb & Dumber (Dumb and Dumber) (1994),cheesy,"[""Terminator 2: Judgment Day (1991)"",""Forrest Gump (1994)"",""Trainspotting (1996)"",""The Godfather: Part II (1974)"",""Snatch (2000)"",""Indiana Jones and the Temple of Doom (1984)"",""Rocky (1976)"",""The Lord of the Rings: The Return of the King (2003)"",""Pirates of the Caribbean: The Curse of the Black Pearl (2003)"",""GoldenEye (1995)""]",,
32,Mary Poppins (1964),complicated,"[""Shrek (2001)"",""Charlie's Angels (2000)""]","[""Harry Potter and the Chamber of Secrets (2002)"",""Snow White and the Seven Dwarfs (1937)"",""Aladdin (1992)""]","[""The Lord of the Rings: The Two Towers (2002)"",""Ocean's Eleven (2001)"",""V for Vendetta (2006)"",""The Hunt for Red October (1990)"",""Armageddon (1998)""]"
32,The Fifth Element (1997),confusing,"[""The Lord of the Rings: The Return of the King (2003)"",""Kill Bill: Vol. 2 (2004)"",""Toy Story (1995)"",""Jumanji (1995)"",""Star Wars: Episode I - The Phantom Menace (1999)"",""The Terminator (1984)"",""Alien (1979)""]","[""Fight Club (1999)"",""The Godfather (1972)""]","[""Donnie Darko (2001)""]"
32,Star Wars: Episode IV - A New Hope (1977),crazy gore,"[""Austin Powers: The Spy Who Shagged Me (1999)"",""The Truman Show (1998)"",""The Nutty Professor (1996)"",""The Lion King (1994)"",""The Little Mermaid (1989)"",""Home Alone (1990)""]","[""Men in Black (a.k.a. MIB) (1997)""]","[""Fargo (1996)"",""The Shining (1980)"",""Die Hard (1988)""]"
32,Star Wars: Episode V - The Empire Strikes Back (1980),dense,"[""Shrek 2 (2004)"",""Shrek (2001)"",""Aladdin (1992)"",""E.T. the Extra-Terrestrial (1982)"",""Titanic (1997)"",""Home Alone (1990)""]","[""Die Hard (1988)"",""Aliens (1986)""]","[""Gladiator (2000)"",""V for Vendetta (2006)""]"
32,The Bourne Identity (2002),documentary style,"[""Charlie's Angels (2000)"",""Harry Potter and the Chamber of Secrets (2002)"",""Monty Python and the Holy Grail (1975)"",""Austin Powers: International Man of Mystery (1997)"",""Beauty and the Beast (1991)""]",,"[""One Flew Over the Cuckoo's Nest (1975)"",""Beautiful Mind, A (2001)"",""Ocean's Eleven (2001)"",""Fight Club (1999)"",""The Truman Show (1998)""]"
32,Indiana Jones and the Last Crusade (1989),dramatic,"[""Bug's Life, A (1998)"",""Home Alone (1990)"",""The Nutty Professor (1996)"",""Happy Gilmore (1996)""]","[""Harry Potter and the Chamber of Secrets (2002)"",""Spider-Man 2 (2004)""]","[""Aliens (1986)"",""Dead Poets Society (1989)"",""Ocean's Eleven (2001)"",""The Godfather: Part II (1974)""]"
32,Toy Story (1995),dynamic,"[""Star Wars: Episode IV - A New Hope (1977)"",""Spider-Man 2 (2004)"",""The Wizard of Oz (1939)"",""Ace Ventura: Pet Detective (1994)""]","[""Rocky (1976)"",""Chicken Run (2000)"",""E.T. the Extra-Terrestrial (1982)""]","[""Cast Away (2000)"",""Beautiful Mind, A (2001)"",""Forrest Gump (1994)""]"
32,Grease (1978),entertaining,,,"[""Toy Story (1995)"",""The Lord of the Rings: The Return of the King (2003)"",""Dead Poets Society (1989)"",""American Pie (1999)"",""Eyes Wide Shut (1999)"",""To Kill a Mockingbird (1962)"",""GoldenEye (1995)"",""Forrest Gump (1994)"",""Toy Story 2 (1999)"",""Austin Powers: The Spy Who Shagged Me (1999)""]"
32,Titanic (1997),exaggerated,"[""Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)"",""To Kill a Mockingbird (1962)""]","[""The Fugitive (1993)"",""Eyes Wide Shut (1999)"",""Happy Gilmore (1996)""]","[""Donnie Darko (2001)"",""Airplane! (1980)"",""The Terminator (1984)"",""Honey, I Shrunk the Kids (1989)"",""The Mummy (1999)""]"
32,Jaws (1975),factual,"[""Shrek 2 (2004)"",""E.T. the Extra-Terrestrial (1982)"",""Shrek (2001)"",""The Lost World: Jurassic Park (1997)"",""Ace Ventura: Pet Detective (1994)"",""Indiana Jones and the Last Crusade (1989)""]","[""Honey, I Shrunk the Kids (1989)""]","[""Die Hard (1988)"",""Pulp Fiction (1994)"",""Life Is Beautiful (La Vita è bella) (1997)""]"
32,Reservoir Dogs (1992),far-fetched,"[""The Godfather (1972)""]","[""The Fugitive (1993)""]","[""Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001)"",""GoldenEye (1995)"",""Alien (1979)"",""Babe (1995)"",""The Nutty Professor (1996)"",""V for Vendetta (2006)"",""Beauty and the Beast (1991)"",""The Truman Show (1998)""]"
32,Babe (1995),feels real,"[""Monty Python and the Holy Grail (1975)"",""The Lost World: Jurassic Park (1997)""]","[""The Little Mermaid (1989)"",""Spider-Man (2002)"",""Star Wars: Episode I - The Phantom Menace (1999)""]","[""Jaws (1975)"",""Office Space (1999)"",""Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)"",""The Big Lebowski (1998)"",""Dumb & Dumber (Dumb and Dumber) (1994)""]"
32,Happy Gilmore (1996),fictionalized,"[""The Godfather: Part II (1974)"",""Office Space (1999)"",""Forrest Gump (1994)""]","[""GoldenEye (1995)""]","[""Bug's Life, A (1998)"",""E.T. the Extra-Terrestrial (1982)"",""Spider-Man (2002)"",""Mary Poppins (1964)"",""X2: X-Men United (2003)"",""The Dark Knight (2008)""]"
32,Jurassic Park (1993),funny,"[""Gladiator (2000)"",""Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001)"",""Alien (1979)"",""Mary Poppins (1964)""]","[""The Wizard of Oz (1939)""]","[""Honey, I Shrunk the Kids (1989)"",""Monsters, Inc. (2001)"",""The Big Lebowski (1998)"",""Pirates of the Caribbean: The Curse of the Black Pearl (2003)"",""Jumanji (1995)""]"
32,Toy Story (1995),gory,"[""Grease (1978)"",""The Sound of Music (1965)""]","[""Monsters, Inc. (2001)""]","[""Monty Python and the Holy Grail (1975)"",""Jurassic Park (1993)"",""Spider-Man 2 (2004)"",""Ocean's Eleven (2001)"",""The Godfather: Part II (1974)"",""Pulp Fiction (1994)"",""My Cousin Vinny (1992)""]"
32,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),harsh,"[""Bug's Life, A (1998)"",""Babe (1995)"",""Airplane! (1980)"",""Dumb & Dumber (Dumb and Dumber) (1994)"",""Indiana Jones and the Temple of Doom (1984)""]","[""Spider-Man (2002)"",""Armageddon (1998)""]","[""Aliens (1986)"",""Kill Bill: Vol. 1 (2003)"",""The Terminator (1984)""]"
32,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),heartfelt,"[""Austin Powers: International Man of Mystery (1997)"",""Charlie's Angels (2000)"",""The Silence of the Lambs (1991)""]","[""The Shining (1980)"",""Meet the Parents (2000)"",""Die Hard 2 (1990)""]","[""Aladdin (1992)"",""Babe (1995)"",""Seven (a.k.a. Se7en) (1995)"",""Forrest Gump (1994)""]"
32,The Truman Show (1998),impactful,"[""The Dark Knight (2008)"",""Grease (1978)"",""Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)"",""Harry Potter and the Chamber of Secrets (2002)"",""Jumanji (1995)"",""The Bourne Identity (2002)"",""Kill Bill: Vol. 2 (2004)"",""Terminator 2: Judgment Day (1991)""]","[""Pulp Fiction (1994)""]","[""The Lord of the Rings: The Two Towers (2002)""]"
32,Saving Private Ryan (1998),incomprehensible,,"[""Men in Black (a.k.a. MIB) (1997)"",""E.T. the Extra-Terrestrial (1982)"",""Kill Bill: Vol. 1 (2003)"",""Jurassic Park (1993)"",""The Terminator (1984)"",""Terminator 2: Judgment Day (1991)"",""Rain Man (1988)"",""Spider-Man (2002)"",""Babe (1995)"",""My Cousin Vinny (1992)""]",
32,The Truman Show (1998),intense,"[""American Pie (1999)"",""Monty Python and the Holy Grail (1975)"",""The Nutty Professor (1996)"",""Toy Story (1995)""]","[""Star Wars: Episode V - The Empire Strikes Back (1980)"",""Aladdin (1992)""]","[""Braveheart (1995)"",""Philadelphia (1993)"",""Saving Private Ryan (1998)"",""Jaws (1975)""]"
32,Jurassic Park (1993),interesting,"[""The Little Mermaid (1989)"",""Mary Poppins (1964)""]","[""Spider-Man 2 (2004)"",""X-Men (2000)"",""Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)"",""Dumb & Dumber (Dumb and Dumber) (1994)"",""Jumanji (1995)"",""Harry Potter and the Chamber of Secrets (2002)""]","[""Snatch (2000)"",""The Lord of the Rings: The Fellowship of the Ring (2001)""]"
32,Aladdin (1992),juvenile humor,"[""Dead Poets Society (1989)"",""Aliens (1986)"",""The Godfather (1972)"",""Beautiful Mind, A (2001)"",""Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)"",""Fight Club (1999)""]","[""Toy Story 2 (1999)"",""Home Alone (1990)""]","[""Men in Black (a.k.a. MIB) (1997)"",""Bug's Life, A (1998)""]"
32,"Bug's Life, A (1998)",light-hearted,"[""The Terminator (1984)"",""The Cable Guy (1996)"",""The Mummy (1999)"",""Alien (1979)"",""V for Vendetta (2006)"",""Pirates of the Caribbean: The Curse of the Black Pearl (2003)"",""Armageddon (1998)""]","[""Finding Nemo (2003)"",""Home Alone (1990)"",""Aladdin (1992)""]",
32,Pulp Fiction (1994),long,"[""Chicken Run (2000)"",""X-Men (2000)"",""Toy Story (1995)"",""Terminator 2: Judgment Day (1991)""]","[""Good Will Hunting (1997)"",""Star Wars: Episode I - The Phantom Menace (1999)"",""The Dark Knight (2008)"",""Mrs. Doubtfire (1993)""]","[""The Lord of the Rings: The Return of the King (2003)"",""Cast Away (2000)""]"
32,Star Wars: Episode V - The Empire Strikes Back (1980),mainstream,"[""Fight Club (1999)"",""The Silence of the Lambs (1991)"",""The Cable Guy (1996)"",""Airplane! (1980)"",""Inception (2010)"",""Bug's Life, A (1998)"",""Chicken Run (2000)""]","[""Indiana Jones and the Last Crusade (1989)"",""Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)"",""The Lion King (1994)""]",
32,Rocky (1976),make you think,"[""Bug's Life, A (1998)"",""Star Wars: Episode I - The Phantom Menace (1999)"",""Home Alone (1990)""]","[""Star Wars: Episode V - The Empire Strikes Back (1980)"",""Die Hard (1988)"",""Chicken Run (2000)"",""Indiana Jones and the Temple of Doom (1984)"",""Kill Bill: Vol. 1 (2003)""]","[""Saving Private Ryan (1998)"",""Pulp Fiction (1994)""]"
32,Dumb & Dumber (Dumb and Dumber) (1994),mindless,"[""The Terminator (1984)"",""Fight Club (1999)"",""Indiana Jones and the Temple of Doom (1984)"",""Office Space (1999)"",""Trainspotting (1996)"",""The Godfather: Part II (1974)"",""Finding Nemo (2003)"",""The Fifth Element (1997)"",""Armageddon (1998)""]","[""Grease (1978)""]",
32,The Wizard of Oz (1939),mushy mushy,"[""Toy Story (1995)"",""Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001)"",""Men in Black (a.k.a. MIB) (1997)"",""GoldenEye (1995)"",""The Godfather (1972)"",""Spider-Man 2 (2004)"",""My Cousin Vinny (1992)"",""The Fifth Element (1997)""]",,"[""Titanic (1997)"",""E.T. the Extra-Terrestrial (1982)""]"
32,Grease (1978),original,,"[""Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)""]","[""Rain Man (1988)"",""Donnie Darko (2001)"",""Shrek (2001)"",""The Godfather: Part II (1974)"",""Gladiator (2000)"",""Forrest Gump (1994)"",""Kill Bill: Vol. 2 (2004)"",""Snow White and the Seven Dwarfs (1937)"",""Jumanji (1995)""]"
32,The Silence of the Lambs (1991),over the top,"[""Bug's Life, A (1998)"",""Forrest Gump (1994)"",""Happy Gilmore (1996)"",""The Godfather: Part II (1974)""]","[""Home Alone (1990)"",""Snatch (2000)"",""The Truman Show (1998)""]","[""The Lost World: Jurassic Park (1997)"",""South Park: Bigger, Longer and Uncut (1999)"",""Terminator 2: Judgment Day (1991)""]"
32,The Shining (1980),overrated,"[""Fargo (1996)""]","[""Jumanji (1995)"",""Goodfellas (1990)"",""Chicken Run (2000)""]","[""Airplane! (1980)"",""Terminator 2: Judgment Day (1991)"",""X-Men (2000)"",""The Terminator (1984)"",""The Dark Knight (2008)"",""Men in Black (a.k.a. MIB) (1997)""]"
32,Spider-Man 2 (2004),playful,"[""The Fugitive (1993)"",""Kill Bill: Vol. 1 (2003)"",""Aliens (1986)"",""Donnie Darko (2001)""]","[""Indiana Jones and the Last Crusade (1989)"",""Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)""]","[""Toy Story 2 (1999)"",""Toy Story (1995)"",""Bug's Life, A (1998)"",""Austin Powers: International Man of Mystery (1997)""]"
32,The Hunt for Red October (1990),pointless,"[""Apocalypse Now (1979)"",""Fight Club (1999)"",""Seven (a.k.a. Se7en) (1995)""]","[""Jurassic Park (1993)"",""Terminator 2: Judgment Day (1991)"",""GoldenEye (1995)""]","[""Star Wars: Episode I - The Phantom Menace (1999)"",""Shrek (2001)"",""Men in Black (a.k.a. MIB) (1997)"",""Snow White and the Seven Dwarfs (1937)""]"
32,Toy Story (1995),predictable,"[""Reservoir Dogs (1992)"",""Snatch (2000)""]","[""Rain Man (1988)"",""Mrs. Doubtfire (1993)""]","[""Spider-Man (2002)"",""Mary Poppins (1964)"",""Dumb & Dumber (Dumb and Dumber) (1994)"",""The Mummy (1999)"",""Spider-Man 2 (2004)"",""Babe (1995)""]"
32,Spider-Man 2 (2004),realistic,"[""Shrek (2001)"",""Mary Poppins (1964)"",""Finding Nemo (2003)"",""Star Wars: Episode VI - Return of the Jedi (1983)""]","[""Jumanji (1995)"",""Beauty and the Beast (1991)""]","[""Braveheart (1995)"",""Pulp Fiction (1994)"",""Meet the Parents (2000)"",""Jaws (1975)""]"
32,Jurassic Park (1993),romantic,"[""The Departed (2006)"",""Forrest Gump (1994)""]","[""Dumb & Dumber (Dumb and Dumber) (1994)"",""Honey, I Shrunk the Kids (1989)"",""Die Hard (1988)"",""Mr. Holland's Opus (1995)"",""V for Vendetta (2006)"",""Spider-Man (2002)"",""Snow White and the Seven Dwarfs (1937)"",""Indiana Jones and the Temple of Doom (1984)""]",
32,Good Will Hunting (1997),sappy,"[""X2: X-Men United (2003)"",""The Fifth Element (1997)"",""Airplane! (1980)"",""Aliens (1986)"",""The Dark Knight (2008)"",""Toy Story (1995)"",""The Truman Show (1998)"",""The Little Mermaid (1989)"",""Monsters, Inc. (2001)"",""Reservoir Dogs (1992)""]",,
32,The Cable Guy (1996),scary,"[""The Truman Show (1998)"",""Austin Powers: The Spy Who Shagged Me (1999)"",""Snow White and the Seven Dwarfs (1937)"",""Forrest Gump (1994)""]","[""Indiana Jones and the Last Crusade (1989)"",""X2: X-Men United (2003)""]","[""Kill Bill: Vol. 1 (2003)"",""Rocky (1976)"",""Die Hard (1988)"",""Jaws (1975)""]"
32,The Nutty Professor (1996),serious,,"[""Honey, I Shrunk the Kids (1989)""]","[""Forrest Gump (1994)"",""The Lord of the Rings: The Return of the King (2003)"",""Beauty and the Beast (1991)"",""Aliens (1986)"",""Die Hard 2 (1990)"",""Star Wars: Episode I - The Phantom Menace (1999)"",""Men in Black (a.k.a. MIB) (1997)"",""The Silence of the Lambs (1991)"",""Babe (1995)""]"
32,Jurassic Park (1993),simplistic script,"[""Toy Story 2 (1999)"",""Office Space (1999)"",""Goodfellas (1990)"",""The Shining (1980)"",""To Kill a Mockingbird (1962)"",""Beauty and the Beast (1991)"",""Chicken Run (2000)""]","[""Titanic (1997)"",""Indiana Jones and the Temple of Doom (1984)""]","[""Honey, I Shrunk the Kids (1989)""]"
32,The Silence of the Lambs (1991),slow-paced,"[""Jumanji (1995)"",""The Nutty Professor (1996)"",""Rocky (1976)"",""The Hunt for Red October (1990)"",""Spider-Man 2 (2004)"",""Spider-Man (2002)"",""Dumb & Dumber (Dumb and Dumber) (1994)""]","[""It's a Wonderful Life (1946)""]","[""Beauty and the Beast (1991)"",""The Godfather (1972)""]"
32,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",tearful,"[""Reservoir Dogs (1992)"",""Jurassic Park (1993)"",""Austin Powers: The Spy Who Shagged Me (1999)"",""Aliens (1986)"",""Mary Poppins (1964)"",""The Lion King (1994)"",""Star Wars: Episode IV - A New Hope (1977)""]","[""Star Wars: Episode I - The Phantom Menace (1999)""]","[""Cast Away (2000)"",""Braveheart (1995)""]"
32,Independence Day (a.k.a. ID4) (1996),terrifying,"[""The Nutty Professor (1996)"",""The Lion King (1994)"",""My Cousin Vinny (1992)"",""Austin Powers: International Man of Mystery (1997)"",""American Pie (1999)"",""Spider-Man (2002)""]","[""Star Wars: Episode V - The Empire Strikes Back (1980)"",""Fight Club (1999)""]","[""Aliens (1986)"",""The Shining (1980)""]"
32,E.T. the Extra-Terrestrial (1982),tongue and cheek,"[""Rain Man (1988)"",""The Lord of the Rings: The Two Towers (2002)"",""The Departed (2006)""]","[""Grease (1978)"",""Mary Poppins (1964)"",""The Terminator (1984)""]","[""Shrek 2 (2004)"",""Men in Black (a.k.a. MIB) (1997)"",""Kill Bill: Vol. 2 (2004)"",""Ace Ventura: Pet Detective (1994)""]"
32,Aliens (1986),twisty,"[""The Nutty Professor (1996)"",""Meet the Parents (2000)"",""Monsters, Inc. (2001)"",""Austin Powers: International Man of Mystery (1997)"",""Men in Black (a.k.a. MIB) (1997)"",""The Cable Guy (1996)"",""Austin Powers: The Spy Who Shagged Me (1999)""]","[""Jumanji (1995)""]","[""Donnie Darko (2001)"",""V for Vendetta (2006)""]"
32,E.T. the Extra-Terrestrial (1982),typical,"[""Trainspotting (1996)"",""Seven (a.k.a. Se7en) (1995)"",""Shrek 2 (2004)""]","[""Indiana Jones and the Last Crusade (1989)"",""Happy Gilmore (1996)"",""The Mummy (1999)""]","[""Charlie's Angels (2000)"",""Spider-Man 2 (2004)"",""Home Alone (1990)"",""American Pie (1999)""]"
32,Jumanji (1995),unique story,"[""American History X (1998)"",""The Little Mermaid (1989)"",""Goodfellas (1990)"",""The Godfather: Part II (1974)"",""Braveheart (1995)"",""Snatch (2000)""]","[""Toy Story (1995)"",""V for Vendetta (2006)"",""X-Men (2000)"",""The Silence of the Lambs (1991)""]",
32,Austin Powers: International Man of Mystery (1997),unrealistic,"[""Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)"",""Donnie Darko (2001)"",""The Fugitive (1993)"",""Life Is Beautiful (La Vita è bella) (1997)"",""The Bourne Identity (2002)"",""To Kill a Mockingbird (1962)""]",,"[""The Fifth Element (1997)"",""Star Wars: Episode V - The Empire Strikes Back (1980)"",""The Lion King (1994)"",""The Lord of the Rings: The Fellowship of the Ring (2001)""]"
32,Independence Day (a.k.a. ID4) (1996),violent,"[""Shrek (2001)"",""Toy Story 2 (1999)"",""Jumanji (1995)"",""Dead Poets Society (1989)"",""Dumb & Dumber (Dumb and Dumber) (1994)""]","[""Star Wars: Episode V - The Empire Strikes Back (1980)"",""Armageddon (1998)""]","[""V for Vendetta (2006)"",""The Fugitive (1993)"",""Die Hard 2 (1990)""]"
32,Happy Gilmore (1996),well directed,"[""Charlie's Angels (2000)""]","[""Spider-Man (2002)"",""X2: X-Men United (2003)"",""Ace Ventura: Pet Detective (1994)"",""Die Hard 2 (1990)"",""Terminator 2: Judgment Day (1991)""]","[""Shrek (2001)"",""Braveheart (1995)"",""Snatch (2000)"",""Dead Poets Society (1989)""]"
33,What's Eating Gilbert Grape (1993),action filled,"[""Big (1988)"",""The Lord of the Rings: The Fellowship of the Ring (2001)""]","[""Ghost (1990)"",""Addams Family Values (1993)""]","[""Honey, I Shrunk the Kids (1989)"",""Die Hard (1988)"",""Jaws (1975)"",""Ace Ventura: When Nature Calls (1995)"",""The Shining (1980)"",""Home Alone (1990)""]"
33,Jumanji (1995),animated,"[""Good Will Hunting (1997)"",""Charlie's Angels (2000)"",""RoboCop (1987)"",""Forrest Gump (1994)""]","[""Austin Powers: International Man of Mystery (1997)"",""Batman Forever (1995)"",""Babe (1995)""]","[""Finding Nemo (2003)"",""The Little Mermaid (1989)"",""The Nutty Professor (1996)""]"
33,The Truman Show (1998),artsy,"[""Addams Family Values (1993)"",""The Incredibles (2004)"",""The Wizard of Oz (1939)"",""Happy Gilmore (1996)"",""Honey, I Shrunk the Kids (1989)""]","[""E.T. the Extra-Terrestrial (1982)"",""Austin Powers: The Spy Who Shagged Me (1999)""]","[""What's Eating Gilbert Grape (1993)"",""The Lion King (1994)"",""The Lord of the Rings: The Fellowship of the Ring (2001)""]"
33,Batman (1989),believable,"[""Austin Powers: International Man of Mystery (1997)"",""The Truman Show (1998)"",""Ghostbusters (a.k.a. Ghost Busters) (1984)"",""The Wizard of Oz (1939)"",""Jumanji (1995)"",""Toy Story 2 (1999)"",""Mary Poppins (1964)""]","[""Forrest Gump (1994)""]","[""Die Hard (1988)"",""To Kill a Mockingbird (1962)""]"
33,The Green Mile (1999),big budget,"[""Shrek 2 (2004)"",""The Nightmare Before Christmas (1993)"",""The Incredibles (2004)"",""Willy Wonka & the Chocolate Factory (1971)"",""The Shining (1980)""]","[""Ghost (1990)"",""Cast Away (2000)"",""Austin Powers: The Spy Who Shagged Me (1999)""]","[""The Lord of the Rings: The Fellowship of the Ring (2001)"",""Jumanji (1995)""]"
